Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
946930,JSW16AUG10,JSW Energy Ltd,Active,F ,1000000,INE121E07114,Electric Utilities,Debentures and Bonds
946932,BAJAJXXXVI,Bajaj Finance Ltd,Active,F ,1000000,INE296A08474,Finance (including NBFCs),Debentures and Bonds
946948,SREI10NOV10,SREI Infrastructure Finance Ltd,Active,F ,1000000,INE872A08BT7,Finance (including NBFCs),Debentures and Bonds
946949,MMFSL261110,Mahindra &amp; Mahindra Financial Services Ltd,Active,F ,500000,INE774D08KV6,Finance (including NBFCs),Debentures and Bonds
946954,SCUF23NOV10,Shriram City Union Finance Ltd,Active,F ,1000000,INE722A07166,Finance (including NBFCs),Debentures and Bonds
946958,STFC4JUN10A,Shriram Transport Finance Company Ltd,Active,F ,1000000,INE721A08AE0,Finance (including NBFCs),Debentures and Bonds
946959,STFC100510B,Shriram Transport Finance Company Ltd,Active,F ,100000,INE721A08950,Finance (including NBFCs),Debentures and Bonds
946969,NKEL091210G,North Karnataka Expressway Ltd,Active,F ,1000000,INE898G07146,Construction &amp; Engineering,Debentures and Bonds
946971,NKEL091210I,North Karnataka Expressway Ltd,Active,F ,1000000,INE898G07153,Construction &amp; Engineering,Debentures and Bonds
946973,NKEL091210K,North Karnataka Expressway Ltd,Active,F ,1000000,INE898G07161,Construction &amp; Engineering,Debentures and Bonds
946974,NKEL091210L,North Karnataka Expressway Ltd,Active,F ,1000000,INE898G07179,Construction &amp; Engineering,Debentures and Bonds
946976,NKEL091210N,North Karnataka Expressway Ltd,Active,F ,1000000,INE898G07187,Construction &amp; Engineering,Debentures and Bonds
946978,NKEL091210P,North Karnataka Expressway Ltd,Active,F ,1000000,INE898G07195,Construction &amp; Engineering,Debentures and Bonds
946985,JAL16JUL10,Jaiprakash Associates Ltd,Active,F ,1000000,INE455F07428,Construction &amp; Engineering,Debentures and Bonds
946991,SCUF13DEC10,Shriram City Union Finance Ltd,Active,F ,1000000,INE722A07174,Finance (including NBFCs),Debentures and Bonds
946997,STFC300810A,Shriram Transport Finance Company Ltd,Active,F ,1000000,INE721A08AH3,Finance (including NBFCs),Debentures and Bonds
946998,STFC090910B,Shriram Transport Finance Company Ltd,Active,F ,1000000,INE721A08AI1,Finance (including NBFCs),Debentures and Bonds
947001,STFC15OCT10,Shriram Transport Finance Company Ltd,Active,F ,1000000,INE721A08AK7,Finance (including NBFCs),Debentures and Bonds
947005,MFL09DEC10,Magma Fincorp Ltd,Active,F ,1000000,INE511C08704,Finance (including NBFCs),Debentures and Bonds
947009,EDAL300710,Ess Dee Aluminium Ltd,Active,F ,1000000,INE825H07014,Household Products,Debentures and Bonds
947014,BILT160910F,Bilt Graphic Paper Products Ltd,Active,F ,1000000,INE161J07069,Paper &amp; Paper Products,Debentures and Bonds
947022,NBL01OCT10,Nirmal Bot Ltd,Active,F ,743043,INE784J07019,Roads &amp; Highways,Debentures and Bonds
947026,ALOK201010B,Alok Industries Ltd,Active,F ,1000000,INE270A07505,Textiles,Debentures and Bonds
947027,ALOK201010C,Alok Industries Ltd,Active,F ,1000000,INE270A07513,Textiles,Debentures and Bonds
947037,JK02NOV10,JK Cement Ltd,Active,F ,1000000,INE823G07052,Cement &amp; Cement Products,Debentures and Bonds
947042,BILT290910E,Bilt Graphic Paper Products Ltd,Active,F ,1000000,INE161J07127,Paper &amp; Paper Products,Debentures and Bonds
947043,JK01JAN11,JK Cement Ltd,Active,F ,1000000,INE823G07060,Cement &amp; Cement Products,Debentures and Bonds
947045,STFC15FEB10,Shriram Transport Finance Company Ltd,Active,F ,100000,INE721A08851,Finance (including NBFCs),Debentures and Bonds
947051,BILT211210E,Bilt Graphic Paper Products Ltd,Active,F ,1000000,INE161J07176,Paper &amp; Paper Products,Debentures and Bonds
947052,BILT211210F,Bilt Graphic Paper Products Ltd,Active,F ,1000000,INE161J07184,Paper &amp; Paper Products,Debentures and Bonds
947056,ILFS241210B,Infrastructure Leasing &amp; Financial Services Ltd,Active,F ,1000,INE871D07MC8,Other Financial Services,Debentures and Bonds
947059,IOB31DEC10,Indian Overseas Bank,Active,F ,1000000,INE565A09215,Banks,Debentures and Bonds
947078,JK24JAN11,JK Cement Ltd,Active,F ,1000000,INE823G07078,Cement &amp; Cement Products,Debentures and Bonds
947079,JK05FEB11,JK Cement Ltd,Active,F ,1000000,INE823G07086,Cement &amp; Cement Products,Debentures and Bonds
947088,SCUF04FEB11,Shriram City Union Finance Ltd,Active,F ,1000000,INE722A07182,Finance (including NBFCs),Debentures and Bonds
947096,TBVFL250111,Talwalkars Better Value Fitness Ltd,Active,F ,1000000,INE502K07013,Other Leisure Facilities,Debentures and Bonds
947131,JK15FEB11,JK Cement Ltd,Active,F ,1000000,INE823G07094,Cement &amp; Cement Products,Debentures and Bonds
947146,TATA18MAR11,Tata Steel Ltd,Active,F ,1000000,INE081A08165,Iron &amp; Steel/Interm.Products,Debentures and Bonds
947169,ALOK4311C,Alok Industries Ltd,Active,F ,1000000,INE270A07547,Textiles,Debentures and Bonds
947170,ILFS22FEB11,Infrastructure Leasing &amp; Financial Services Ltd,Active,F ,1000,INE871D07ME4,Other Financial Services,Debentures and Bonds
947176,KMPL1901,Kotak Mahindra Prime Ltd,Active,F ,1000000,INE916D08DL9,Other Financial Services,Debentures and Bonds
947180,SCUF30MAR11,Shriram City Union Finance Ltd,Active,F ,1000000,INE722A07190,Finance (including NBFCs),Debentures and Bonds
947193,SREIEQ31311,SREI Equipment Finance Ltd,Active,F ,1000000,INE881J08110,Financial Institutions,Debentures and Bonds
947197,JSW10DEC10I,JSW Energy Ltd,Active,F ,1000000,INE121E07205,Electric Utilities,Debentures and Bonds
947198,JSW10DEC10J,JSW Energy Ltd,Active,F ,1000000,INE121E07213,Electric Utilities,Debentures and Bonds
947199,JSW10DEC10K,JSW Energy Ltd,Active,F ,1000000,INE121E07221,Electric Utilities,Debentures and Bonds
947200,JSW10DEC10L,JSW Energy Ltd,Active,F ,1000000,INE121E07239,Electric Utilities,Debentures and Bonds
947201,JSW10DEC10M,JSW Energy Ltd,Active,F ,1000000,INE121E07247,Electric Utilities,Debentures and Bonds
947203,JSW101210N,JSW Energy Ltd,Active,F ,1000000,INE121E07254,Electric Utilities,Debentures and Bonds
947204,JSW10DEC10O,JSW Energy Ltd,Active,F ,1000000,INE121E07262,Electric Utilities,Debentures and Bonds
947205,JSW10DEC10P,JSW Energy Ltd,Active,F ,1000000,INE121E07270,Electric Utilities,Debentures and Bonds
947206,JSW10DEC10Q,JSW Energy Ltd,Active,F ,1000000,INE121E07288,Electric Utilities,Debentures and Bonds
947207,JSW10DEC10R,JSW Energy Ltd,Active,F ,1000000,INE121E07296,Electric Utilities,Debentures and Bonds
947208,JSW10DEC10S,JSW Energy Ltd,Active,F ,1000000,INE121E07304,Electric Utilities,Debentures and Bonds
947209,JSW10DEC10T,JSW Energy Ltd,Active,F ,1000000,INE121E07312,Electric Utilities,Debentures and Bonds
947213,MFL07JAN11,Magma Fincorp Ltd,Active,F ,1000000,INE511C08712,Finance (including NBFCs),Debentures and Bonds
947218,JK28MAR11,JK Cement Ltd,Active,F ,1000000,INE823G07102,Cement &amp; Cement Products,Debentures and Bonds
947227,JSL30JUN09,Jindal Stainless Ltd,Active,F ,1000000,INE220G07077,Iron &amp; Steel/Interm.Products,Debentures and Bonds
947238,DPIL210311B,Diamond Power Infrastructure Ltd,Active,F ,100000,INE989C07035,Other Elect.Equip./ Prod.,Debentures and Bonds
947239,DPIL210311C,Diamond Power Infrastructure Ltd,Active,F ,100000,INE989C07043,Other Elect.Equip./ Prod.,Debentures and Bonds
947261,MED20MAY11,Medimatter Health Management Pvt. Ltd,Active,F ,10000000,INE214M08019,Healthcare Services,Debentures and Bonds
947273,NABARD31311,National Bank for Agriculture and Rural Development,Active,F ,20000,INE261F09GC5,Banks,Debentures and Bonds
947277,BAJAJXXXX,Bajaj Finance Ltd,Active,F ,1000000,INE296A08490,Finance (including NBFCs),Debentures and Bonds
947329,ESSAR130611,Essar Steel Ltd,Active,F ,1000000,INE127A07234,Iron &amp; Steel/Interm.Products,Debentures and Bonds
947333,UPL06JUL11,UPL Ltd,Active,F ,1000000,INE628A08163,Agrochemicals,Debentures and Bonds
947357,RPTL18JUL11,Reliance Ports and Terminals Ltd,Active,F ,1000000,INE941D07125,Utilities:Non-Elec.,Debentures and Bonds
947387,RFL30JUN11,Religare Finvest Ltd,Active,F ,1000000,INE958G08872,Other Financial Services,Debentures and Bonds
947388,RFL26JUL11,Religare Finvest Ltd,Active,F ,1000000,INE958G08880,Other Financial Services,Debentures and Bonds
947421,ILFS11AUG11,Infrastructure Leasing &amp; Financial Services Ltd,Active,F ,1000,INE871D07MI5,Other Financial Services,Debentures and Bonds
947427,RFL02AUG11,Religare Finvest Ltd,Active,F ,1000000,INE958G08898,Other Financial Services,Debentures and Bonds
947428,RFL30AUG11,Religare Finvest Ltd,Active,F ,1000000,INE958G08906,Other Financial Services,Debentures and Bonds
947432,STFC31MAR11,Shriram Transport Finance Company Ltd,Active,F ,1000000,INE721A08AL5,Finance (including NBFCs),Debentures and Bonds
947433,FLFL31MAY11,Future Lifestyle Fashions Ltd,Active,F ,500000,INE452O07021,Department Stores,Debentures and Bonds
947452,IDBI04AUG11,IDBI Bank Ltd,Active,F ,1000000,INE008A08T61,Banks,Debentures and Bonds
947454,BARCLAYS258,Barclays Investments &amp; Loans (India) Ltd,Active,F ,100000,INE704I07FH3,Other Financial Services,Debentures and Bonds
947474,KMPL1989,Kotak Mahindra Prime Ltd,Active,F ,1000000,INE916D08DQ8,Other Financial Services,Debentures and Bonds
947488,BARCLAYS261,Barclays Investments &amp; Loans (India) Ltd,Active,F ,100000,INE704I07FK7,Other Financial Services,Debentures and Bonds
947491,KMPL1990,Kotak Mahindra Prime Ltd,Active,F ,1000000,INE916D08DR6,Other Financial Services,Debentures and Bonds
947495,RCL12AUG11F,Reliance Capital Ltd,Active,F ,1000000,INE013A07NF4,Finance (including NBFCs),Debentures and Bonds
947506,SREI27SEP11,SREI Equipment Finance Ltd,Active,F ,1000000,INE881J08128,Financial Institutions,Debentures and Bonds
947508,RCL20MAY11A,Reliance Capital Ltd,Active,F ,1000000,INE013A08101,Finance (including NBFCs),Debentures and Bonds
947509,RCL20MAY11B,Reliance Capital Ltd,Active,F ,1000000,INE013A08093,Finance (including NBFCs),Debentures and Bonds
947510,RCL14JUL11C,Reliance Capital Ltd,Active,F ,1000000,INE013A08119,Finance (including NBFCs),Debentures and Bonds
947511,RCL12AUG11D,Reliance Capital Ltd,Active,F ,1000000,INE013A08127,Finance (including NBFCs),Debentures and Bonds
947512,RCL12AUG11E,Reliance Capital Ltd,Active,F ,1000000,INE013A08135,Finance (including NBFCs),Debentures and Bonds
947513,RCL30SEP11F,Reliance Capital Ltd,Active,F ,1000000,INE013A08143,Finance (including NBFCs),Debentures and Bonds
947514,AIL270911A,Air India Ltd,Active,F ,1000000,INE954K08022,Airlines,Debentures and Bonds
947515,AIL270911B,Air India Ltd,Active,F ,1000000,INE954K08030,Airlines,Debentures and Bonds
947547,BIL21OCT11D,Barclays Investments &amp; Loans (India) Ltd,Active,F ,100000,INE704I07FR2,Other Financial Services,Debentures and Bonds
947578,WBSETC26711,West Bengal State Electricity Transmission Company Ltd,Active,F ,1000000,INE631K07028,Electric Utilities,Debentures and Bonds
947612,YES28OCT11,Yes Bank Ltd,Active,F ,1000000,INE528G08204,Banks,Debentures and Bonds
947616,STF14SEP11C,Shriram Transport Finance Company Ltd,Active,F ,1000000,INE721A07BK7,Finance (including NBFCs),Debentures and Bonds
947618,GPIL29SEP11,Godawari Power and Ispat Ltd,Active,F ,1000000,INE177H07028,Iron &amp; Steel/Interm.Products,Debentures and Bonds
947637,TPCL02JUN11,Tata Power Company Ltd,Active,F ,1000000,INE245A08034,Electric Utilities,Debentures and Bonds
947639,SRE09SEP11B,SREI Infrastructure Finance Ltd,Active,F ,1000000,INE872A07PL6,Finance (including NBFCs),Debentures and Bonds
947643,SRE29OCT11F,SREI Infrastructure Finance Ltd,Active,F ,1000000,INE872A07PQ5,Finance (including NBFCs),Debentures and Bonds
947644,AXIS01DEC11,AXIS Bank Ltd,Active,F ,1000000,INE238A08328,Banks,Debentures and Bonds
947649,FEL30AUG11,Future Enterprises Ltd,Active,F ,500000,INE623B07065,Department Stores,Debentures and Bonds
947649,FEL30AUG11,Future Enterprises Ltd,Active,F ,500000,INE623B07065,Department Stores,Debentures and Bonds
947651,RFL30NOV11,Religare Finvest Ltd,Active,F ,1000000,INE958G08922,Other Financial Services,Debentures and Bonds
947652,RFL25OCT11,Religare Finvest Ltd,Active,F ,1000000,INE958G08914,Other Financial Services,Debentures and Bonds
947660,ILFS5DEC11A,Infrastructure Leasing &amp; Financial Services Ltd,Active,F ,1000,INE871D07MP0,Other Financial Services,Debentures and Bonds
947661,ILFS5DEC11B,Infrastructure Leasing &amp; Financial Services Ltd,Active,F ,1000,INE871D07MO3,Other Financial Services,Debentures and Bonds
947662,MFL09DEC11A,Magma Fincorp Ltd,Active,F ,1000000,INE511C08746,Finance (including NBFCs),Debentures and Bonds
947663,ILF16SEP11A,Infrastructure Leasing &amp; Financial Services Ltd,Active,F ,1000,INE871D07MJ3,Other Financial Services,Debentures and Bonds
947664,ILF16SEP11B,Infrastructure Leasing &amp; Financial Services Ltd,Active,F ,1000,INE871D07MK1,Other Financial Services,Debentures and Bonds
947677,TTL03OCT11A,Tulip Telecom Ltd,Active,F ,1000000,INE122H07057,Other Telecom Services,Debentures and Bonds
947678,TTL03OCT11B,Tulip Telecom Ltd,Active,F ,1000000,INE122H07065,Other Telecom Services,Debentures and Bonds
947695,MMF07DEC11A,Mahindra &amp; Mahindra Financial Services Ltd,Active,F ,1000000,INE774D08KW4,Finance (including NBFCs),Debentures and Bonds
947696,MMF12DEC11B,Mahindra &amp; Mahindra Financial Services Ltd,Active,F ,1000000,INE774D08KX2,Finance (including NBFCs),Debentures and Bonds
947718,ILFS28DEC11,IL&amp;FS Financial Services Ltd,Active,F ,1000,INE121H08016,Financial Institutions,Debentures and Bonds
947723,HNGI23NOV11,Hindusthan National Glass &amp; Industries Ltd,Active,F ,1000000,INE952A07037,Containers &amp; Packaging,Debentures and Bonds
947729,MAGMA051211,Magma Fincorp Ltd,Active,F ,100000,INE511C08738,Finance (including NBFCs),Debentures and Bonds
947730,MAGMA281211,Magma Fincorp Ltd,Active,F ,100000,INE511C08761,Finance (including NBFCs),Debentures and Bonds
947731,MAGMA141211,Magma Fincorp Ltd,Active,F ,100000,INE511C08753,Finance (including NBFCs),Debentures and Bonds
947749,RFL22DEC11,Religare Finvest Ltd,Active,F ,1000000,INE958G08930,Other Financial Services,Debentures and Bonds
947756,SREI301211,SREI Equipment Finance Ltd,Active,F ,1000000,INE881J08136,Financial Institutions,Debentures and Bonds
947757,HDIL19JAN12,Housing Development and Infrastructure Ltd,Active,F ,1000000,INE191I07274,Realty,Debentures and Bonds
947782,RIL27JAN12A,Reliance Infrastructure Ltd,Active,F ,1000000,INE036A07104,Electric Utilities,Debentures and Bonds
947783,RIL27JAN12B,Reliance Infrastructure Ltd,Active,F ,333334,INE036A07112,Electric Utilities,Debentures and Bonds
947785,MAGMA010212,Magma Fincorp Ltd,Active,F ,1000000,INE511C07193,Finance (including NBFCs),Debentures and Bonds
947795,RCOM7FEB12A,Reliance Communications Ltd,Active,F ,10000000,INE330H07064,Telecom Services,Debentures and Bonds
947796,RCOM7FEB12B,Reliance Communications Ltd,Active,F ,1000000,INE330H07056,Telecom Services,Debentures and Bonds
947798,RCL30NOV11D,Reliance Capital Ltd,Active,F ,1000000,INE013A07NU3,Finance (including NBFCs),Debentures and Bonds
947801,RCL21DEC11G,Reliance Capital Ltd,Active,F ,1000000,INE013A07NY5,Finance (including NBFCs),Debentures and Bonds
947811,RCL24OCT11A,Reliance Capital Ltd,Active,F ,1000000,INE013A08150,Finance (including NBFCs),Debentures and Bonds
947812,RCL26DEC11B,Reliance Capital Ltd,Active,F ,1000000,INE013A08168,Finance (including NBFCs),Debentures and Bonds
947813,RCL28DEC11C,Reliance Capital Ltd,Active,F ,1000000,INE013A08176,Finance (including NBFCs),Debentures and Bonds
947814,RCL02JAN12D,Reliance Capital Ltd,Active,F ,1000000,INE013A08184,Finance (including NBFCs),Debentures and Bonds
947815,ILFS24JAN12,Infrastructure Leasing &amp; Financial Services Ltd,Active,F ,1000,INE871D07MR6,Other Financial Services,Debentures and Bonds
947816,TBVFL070212,Talwalkars Better Value Fitness Ltd,Active,F ,1000000,INE502K07021,Other Leisure Facilities,Debentures and Bonds
947820,BSL02FEB12,Bhushan Steel Ltd,Active,F ,1000000,INE824B07366,Iron &amp; Steel/Interm.Products,Debentures and Bonds
947836,ALOK010212B,Alok Industries Ltd,Active,F ,1000000,INE270A07562,Textiles,Debentures and Bonds
947837,ALOK040212C,Alok Industries Ltd,Active,F ,1000000,INE270A07570,Textiles,Debentures and Bonds
947838,ALOK010212D,Alok Industries Ltd,Active,F ,1000000,INE270A07588,Textiles,Debentures and Bonds
947839,ALOK010212E,Alok Industries Ltd,Active,F ,1000000,INE270A07596,Textiles,Debentures and Bonds
947840,SRE30NOV11A,SREI Infrastructure Finance Ltd,Active,F ,100000,INE872A08BV3,Finance (including NBFCs),Debentures and Bonds
947841,IFCI121211D,IFCI Ltd,Active,F ,5000,INE039A09OA4,Financial Institutions,Debentures and Bonds
947842,SRE23DEC11A,SREI Infrastructure Finance Ltd,Active,F ,100000,INE872A08BW1,Finance (including NBFCs),Debentures and Bonds
947843,SRE23DEC11B,SREI Infrastructure Finance Ltd,Active,F ,100000,INE872A08BX9,Finance (including NBFCs),Debentures and Bonds
947844,ALOK010212F,Alok Industries Ltd,Active,F ,1000000,INE270A07604,Textiles,Debentures and Bonds
947845,ALOK010212G,Alok Industries Ltd,Active,F ,1000000,INE270A07612,Textiles,Debentures and Bonds
947846,ALOK010212H,Alok Industries Ltd,Active,F ,1000000,INE270A07620,Textiles,Debentures and Bonds
947847,SRE11JAN12C,SREI Infrastructure Finance Ltd,Active,F ,100000,INE872A08BY7,Finance (including NBFCs),Debentures and Bonds
947848,SRE11JAN12D,SREI Infrastructure Finance Ltd,Active,F ,100000,INE872A08BZ4,Finance (including NBFCs),Debentures and Bonds
947849,SRE12JAN12E,SREI Infrastructure Finance Ltd,Active,F ,100000,INE872A08CA5,Finance (including NBFCs),Debentures and Bonds
947867,MMF02MAR12,Mahindra &amp; Mahindra Financial Services Ltd,Active,F ,1000000,INE774D07HW2,Finance (including NBFCs),Debentures and Bonds
947877,MFL07MAR12,Magma Fincorp Ltd,Active,F ,100000,INE511C08779,Finance (including NBFCs),Debentures and Bonds
947879,RFL03FEB12A,Religare Finvest Ltd,Active,F ,1000000,INE958G08948,Other Financial Services,Debentures and Bonds
947880,FBH14FEB12,First Blue Home Finance Ltd,Active,F ,1000000,INE564G07532,Housing Finance ,Debentures and Bonds
947885,SREI15FEB12,SREI Infrastructure Finance Ltd,Active,F ,333400,INE872A07PX1,Finance (including NBFCs),Debentures and Bonds
947891,SCUF15MAR12,Shriram City Union Finance Ltd,Active,F ,100000,INE722A08057,Finance (including NBFCs),Debentures and Bonds
947894,STFC02JAN12,Shriram Transport Finance Company Ltd,Active,F ,1000000,INE721A08AS0,Finance (including NBFCs),Debentures and Bonds
947895,ILFS22MAR12,IL&amp;FS Financial Services Ltd,Active,F ,1000,INE121H08024,Financial Institutions,Debentures and Bonds
947900,ILFS12MAR12,Infrastructure Leasing &amp; Financial Services Ltd,Active,F ,1000,INE871D07MS4,Other Financial Services,Debentures and Bonds
947901,TTL30DEC11C,Tulip Telecom Ltd,Active,F ,100000,INE122H07107,Other Telecom Services,Debentures and Bonds
947903,TTL06FEB12B,Tulip Telecom Ltd,Active,F ,100000,INE122H07123,Other Telecom Services,Debentures and Bonds
947904,TTL06FEB12C,Tulip Telecom Ltd,Active,F ,100000,INE122H07131,Other Telecom Services,Debentures and Bonds
947905,JSW16MAR12,JSW Steel Ltd,Active,F ,1000000,INE019A07233,Iron &amp; Steel/Interm.Products,Debentures and Bonds
947907,REI15MAR12C,Rei Agro Ltd,Active,F ,1000000,INE385B07186,Packaged Foods,Debentures and Bonds
947911,STFC21MAR12,Shriram Transport Finance Company Ltd,Active,F ,1000000,INE721A07CZ3,Finance (including NBFCs),Debentures and Bonds
947912,AXIS20MAR12,AXIS Bank Ltd,Active,F ,1000000,INE238A08336,Banks,Debentures and Bonds
947927,RIL30MAR12B,Reliance Infrastructure Ltd,Active,F ,1000000,INE036A07138,Electric Utilities,Debentures and Bonds
947928,RIL30MAR12C,Reliance Infrastructure Ltd,Active,F ,1000000,INE036A07146,Electric Utilities,Debentures and Bonds
947931,LARSEN10412,Larsen &amp; Toubro Ltd,Active,F ,1000000,INE018A08AJ0,Construction &amp; Engineering,Debentures and Bonds
947934,SCU16JAN12A,Shriram City Union Finance Ltd,Active,F ,100000,INE722A08024,Finance (including NBFCs),Debentures and Bonds
947935,SCU27FEB12B,Shriram City Union Finance Ltd,Active,F ,100000,INE722A08032,Finance (including NBFCs),Debentures and Bonds
947936,SCU27FEB12C,Shriram City Union Finance Ltd,Active,F ,100000,INE722A08040,Finance (including NBFCs),Debentures and Bonds
947937,SCU26MAR12D,Shriram City Union Finance Ltd,Active,F ,100000,INE722A08065,Finance (including NBFCs),Debentures and Bonds
947938,SCU26MAR12E,Shriram City Union Finance Ltd,Active,F ,100000,INE722A08073,Finance (including NBFCs),Debentures and Bonds
947939,MFL27MAR12A,Magma Fincorp Ltd,Active,F ,1000000,INE511C08795,Finance (including NBFCs),Debentures and Bonds
947960,HDB19APR12B,HDB Financial Services Ltd,Active,F ,500000,INE756I07100,Financial Institutions,Debentures and Bonds
947961,GPIL10APR12,Godawari Power and Ispat Ltd,Active,F ,1000000,INE177H07044,Iron &amp; Steel/Interm.Products,Debentures and Bonds
947975,HNGI03FEB12,Hindusthan National Glass &amp; Industries Ltd,Active,F ,1000000,INE952A07045,Containers &amp; Packaging,Debentures and Bonds
947984,1035RCL2017,Reliance Capital Ltd,Active,F ,1000000,INE013A07OU1,Finance (including NBFCs),Debentures and Bonds
947989,RCL16MAR12A,Reliance Capital Ltd,Active,F ,1000000,INE013A07OK2,Finance (including NBFCs),Debentures and Bonds
947990,RCL27MAR12B,Reliance Capital Ltd,Active,F ,1000000,INE013A07OL0,Finance (including NBFCs),Debentures and Bonds
947992,RCL12APR12D,Reliance Capital Ltd,Active,F ,1000000,INE013A07OO4,Finance (including NBFCs),Debentures and Bonds
947993,RCL18APR12E,Reliance Capital Ltd,Active,F ,1000000,INE013A07OQ9,Finance (including NBFCs),Debentures and Bonds
947994,RCL23APR12F,Reliance Capital Ltd,Active,F ,1000000,INE013A07OS5,Finance (including NBFCs),Debentures and Bonds
948002,IDBI13MAR12,IDBI Bank Ltd,Active,F ,1000000,INE008A08U27,Banks,Debentures and Bonds
948003,1125EMAA19A,Emaar MGF Land Ltd,Active,F ,1000000,INE451H07332,Realty,Debentures and Bonds
948005,1125EMAA19B,Emaar MGF Land Ltd,Active,F ,1000000,INE451H07340,Realty,Debentures and Bonds
948012,1125EMAA19C,Emaar MGF Land Ltd,Active,F ,1000000,INE451H07357,Realty,Debentures and Bonds
948020,CRE04JUN12,Cleta Real Estate Pvt Ltd,Active,F ,1000000,INE495N07014,Real Estate Investment,Debentures and Bonds
948023,HDFC07JUN12,Housing Development Finance Corporation Ltd,Active,F ,1000000,INE001A07IM5,Housing Finance ,Debentures and Bonds
948026,HDB11JUN12,HDB Financial Services Ltd,Active,F ,500000,INE756I07118,Financial Institutions,Debentures and Bonds
948027,UPL08JUN12A,UPL Ltd,Active,F ,1000000,INE628A08189,Agrochemicals,Debentures and Bonds
948028,UPL08JUN12B,UPL Ltd,Active,F ,1000000,INE628A08171,Agrochemicals,Debentures and Bonds
948029,ESL24MAY12,Educomp Solutions Ltd,Active,F ,1000000,INE216H07016,Education,Debentures and Bonds
948033,TTL27MAR12B,Tulip Telecom Ltd,Active,F ,100000,INE122H07156,Other Telecom Services,Debentures and Bonds
948034,TTL27MAR12C,Tulip Telecom Ltd,Active,F ,100000,INE122H07164,Other Telecom Services,Debentures and Bonds
948037,TTL26APR12B,Tulip Telecom Ltd,Active,F ,100000,INE122H07180,Other Telecom Services,Debentures and Bonds
948038,TTL26APR12C,Tulip Telecom Ltd,Active,F ,100000,INE122H07198,Other Telecom Services,Debentures and Bonds
948039,ILFS30MAY12,Infrastructure Leasing &amp; Financial Services Ltd,Active,F ,1000,INE871D07MT2,Other Financial Services,Debentures and Bonds
948042,955HDFC17,Housing Development Finance Corporation Ltd,Active,F ,1000000,INE001A07IN3,Housing Finance ,Debentures and Bonds
948044,924BEML20A,BEML Ltd,Active,F ,1000000,INE258A07013,Commercial Vehicles,Debentures and Bonds
948045,924BEML21B,BEML Ltd,Active,F ,1000000,INE258A07021,Commercial Vehicles,Debentures and Bonds
948046,924BEML22C,BEML Ltd,Active,F ,1000000,INE258A07039,Commercial Vehicles,Debentures and Bonds
948051,1040RCL19D,Reliance Capital Ltd,Active,F ,1000000,INE013A07OZ0,Finance (including NBFCs),Debentures and Bonds
948057,1030RCL17B,Reliance Capital Ltd,Active,F ,1000000,INE013A07PJ1,Finance (including NBFCs),Debentures and Bonds
948058,1015MMFSL22,Mahindra &amp; Mahindra Financial Services Ltd,Active,F ,1000000,INE774D08KY0,Finance (including NBFCs),Debentures and Bonds
948059,1030RCL17A,Reliance Capital Ltd,Active,F ,1000000,INE013A07PH5,Finance (including NBFCs),Debentures and Bonds
948060,1035RCL17B,Reliance Capital Ltd,Active,F ,1000000,INE013A07PM5,Finance (including NBFCs),Debentures and Bonds
948061,1035RCL22C,Reliance Capital Ltd,Active,F ,1000000,INE013A07PP8,Finance (including NBFCs),Debentures and Bonds
948062,1035RCL20D,Reliance Capital Ltd,Active,F ,1000000,INE013A07PR4,Finance (including NBFCs),Debentures and Bonds
948064,1015MMFS22,Mahindra &amp; Mahindra Financial Services Ltd,Active,F ,1000000,INE774D08KZ7,Finance (including NBFCs),Debentures and Bonds
948065,1015ILFS22,IL&amp;FS Financial Services Ltd,Active,F ,1000,INE121H08032,Financial Institutions,Debentures and Bonds
948066,1140SREI22A,SREI Infrastructure Finance Ltd,Active,F ,1000000,INE872A08CB3,Finance (including NBFCs),Debentures and Bonds
948070,1080MFL17,Magma Fincorp Ltd,Active,F ,1000000,INE511C07250,Finance (including NBFCs),Debentures and Bonds
948074,950HDFC22A,Housing Development Finance Corporation Ltd,Active,F ,1000000,INE001A07IO1,Housing Finance ,Debentures and Bonds
948075,960HDFC17B,Housing Development Finance Corporation Ltd,Active,F ,1000000,INE001A07IP8,Housing Finance ,Debentures and Bonds
948089,1130SREI17,SREI Infrastructure Finance Ltd,Active,F ,1000000,INE872A07QC3,Finance (including NBFCs),Debentures and Bonds
948092,945HDFC17A,Housing Development Finance Corporation Ltd,Active,F ,1000000,INE001A07IU8,Housing Finance ,Debentures and Bonds
948100,950HDFC17A,Housing Development Finance Corporation Ltd,Active,F ,1000000,INE001A07IW4,Housing Finance ,Debentures and Bonds
948103,1170SRSL17,Shree Renuka Sugars Ltd,Active,F ,1000000,INE087H07045,Sugar,Debentures and Bonds
948112,1250AUFIN18,Au Financiers (India) Ltd,Active,F ,1000000,INE949L08038,Finance (including NBFCs),Debentures and Bonds
948113,1350AUFIN18,Au Financiers (India) Ltd,Active,F ,1000000,INE949L08046,Finance (including NBFCs),Debentures and Bonds
948120,14ARCH2019,Arch Pharmalabs Ltd,Active,F ,10000000,INE182F07105,Pharmaceuticals,Debentures and Bonds
