Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
952540,880BFL17,Bajaj Finance Ltd,Active,F ,1000000,INE296A07HR2,Finance (including NBFCs),Debentures and Bonds
952541,10KHIL23,Patel KNR Heavy Infrastructures Ltd,Active,F ,100000,INE555J07203,Construction &amp; Engineering,Debentures and Bonds
952542,1035KHIL23A,Patel KNR Heavy Infrastructures Ltd,Active,F ,100000,INE555J07211,Construction &amp; Engineering,Debentures and Bonds
952543,1035KHIL24,Patel KNR Heavy Infrastructures Ltd,Active,F ,100000,INE555J07229,Construction &amp; Engineering,Debentures and Bonds
952544,887BFL19,Bajaj Finance Ltd,Active,F ,1000000,INE296A07HS0,Finance (including NBFCs),Debentures and Bonds
952545,1035KHIL24A,Patel KNR Heavy Infrastructures Ltd,Active,F ,100000,INE555J07237,Construction &amp; Engineering,Debentures and Bonds
952546,1035KHIL25,Patel KNR Heavy Infrastructures Ltd,Active,F ,100000,INE555J07245,Construction &amp; Engineering,Debentures and Bonds
952547,1035KHIL26,Patel KNR Heavy Infrastructures Ltd,Active,F ,100000,INE555J07252,Construction &amp; Engineering,Debentures and Bonds
952548,11EFIL25,Edelweiss Finance &amp; Investments Ltd,Active,F ,1000000,INE918K08019,Other Financial Services,Debentures and Bonds
952549,1035KHIL26A,Patel KNR Heavy Infrastructures Ltd,Active,F ,100000,INE555J07260,Construction &amp; Engineering,Debentures and Bonds
952550,1035KHIL27,Patel KNR Heavy Infrastructures Ltd,Active,F ,100000,INE555J07278,Construction &amp; Engineering,Debentures and Bonds
952551,EFILG8L501A,Edelweiss Finance &amp; Investments Ltd,Active,F ,100000,INE918K07BG6,Other Financial Services,Debentures and Bonds
952553,EFILC7I501A,Edelweiss Finance &amp; Investments Ltd,Active,F ,100000,INE918K07BF8,Other Financial Services,Debentures and Bonds
952555,1235UFSL21,Ujjivan Financial Services Ltd,Active,F ,1000000,INE334L07167,Other Financial Services,Debentures and Bonds
952556,115XFPL18,Xander Finance Pvt Ltd,Active,F ,1000000,INE252T07016,Investment Companies,Debentures and Bonds
952557,115XFPL18A,Xander Finance Pvt Ltd,Active,F ,1000000,INE252T07024,Investment Companies,Debentures and Bonds
952558,886LTIF18,L&amp;T Infrastructure Finance Company Ltd,Active,F ,2500000,INE691I07BN9,Finance (including NBFCs),Debentures and Bonds
952559,88652LTIF18,L&amp;T Infrastructure Finance Company Ltd,Active,F ,2500000,INE691I07BO7,Finance (including NBFCs),Debentures and Bonds
952560,88634LTIF18,L&amp;T Infrastructure Finance Company Ltd,Active,F ,2500000,INE691I07BP4,Finance (including NBFCs),Debentures and Bonds
952561,9RCL18,Reliance Capital Ltd,Active,F ,1000000,INE013A07O60,Finance (including NBFCs),Debentures and Bonds
952562,88550LTIF18,L&amp;T Infrastructure Finance Company Ltd,Active,F ,2500000,INE691I07BQ2,Finance (including NBFCs),Debentures and Bonds
952563,102609JMF18,JM Financial Credit Solutions Ltd,Active,F ,1000000,INE651J07069,Investment Companies,Debentures and Bonds
952564,882LTIF20,L&amp;T Infrastructure Finance Company Ltd,Active,F ,2500000,INE691I07BR0,Finance (including NBFCs),Debentures and Bonds
952565,882LTIF22,L&amp;T Infrastructure Finance Company Ltd,Active,F ,2500000,INE691I07BS8,Finance (including NBFCs),Debentures and Bonds
952566,IND29JULY15,Ind Barath Thermotek Pvt Ltd,Active,F ,1000000,INE408S07016,Electric Utilities,Debentures and Bonds
952567,IND30JULY15,Ind Barath Thermotek Pvt Ltd,Active,F ,1000000,INE408S07024,Electric Utilities,Debentures and Bonds
952568,880MMFSL20,Mahindra &amp; Mahindra Financial Services Ltd,Active,F ,1000000,INE774D07NH1,Finance (including NBFCs),Debentures and Bonds
952569,875MMFSL17,Mahindra &amp; Mahindra Financial Services Ltd,Active,F ,1000000,INE774D07NG3,Finance (including NBFCs),Debentures and Bonds
952570,1125HITC20,Hansdeep Industries &amp; Trading Company Ltd,Active,F ,1000000,INE298T07019,Comm.Trading  &amp; Distribution,Debentures and Bonds
952571,1015ECL18A,ECL Finance Ltd,Active,F ,1000000,INE804I07C69,Electric Utilities,Debentures and Bonds
952572,87317MMFL18,Mahindra &amp; Mahindra Financial Services Ltd,Active,F ,1000000,INE774D07NJ7,Finance (including NBFCs),Debentures and Bonds
952573,87535MMFL18,Mahindra &amp; Mahindra Financial Services Ltd,Active,F ,1000000,INE774D07NI9,Finance (including NBFCs),Debentures and Bonds
952574,719IRFC25,Indian Railway Finance Corporation,Active,F ,1000000,INE053F07777,Other Financial Services,Debentures and Bonds
952575,RHFLM07,Reliance Home Finance Ltd,Active,F ,500000,INE217K07414,Housing Finance ,Debentures and Bonds
952576,980AHFL22B,Aadhar Housing Finance Ltd,Active,F ,1000000,INE538L07080,Housing Finance ,Debentures and Bonds
952577,837RECL20,Rural Electrification Corporation Ltd,Active,F ,1000000,INE020B08948,Finance (including NBFCs),Debentures and Bonds
952578,1005AFSL22,Avanse Financial Services Ltd,Active,F ,1000000,INE087P07030,Other Financial Services,Debentures and Bonds
952579,1010AFSL25A,Avanse Financial Services Ltd,Active,F ,1000000,INE087P07048,Other Financial Services,Debentures and Bonds
952581,ECLD7H502A,ECL Finance Ltd,Active,F ,100000,INE804I07C51,Electric Utilities,Debentures and Bonds
952582,EFILG8J501A,Edelweiss Finance &amp; Investments Ltd,Active,F ,100000,INE918K07BI2,Other Financial Services,Debentures and Bonds
952583,0KMPL18E,Kotak Mahindra Prime Ltd,Active,F ,1000000,INE916DA7IR1,Other Financial Services,Debentures and Bonds
952584,87KMPL18,Kotak Mahindra Prime Ltd,Active,F ,1000000,INE916DA7IS9,Other Financial Services,Debentures and Bonds
952585,0KMPL18F,Kotak Mahindra Prime Ltd,Active,F ,1000000,INE916DA7IT7,Other Financial Services,Debentures and Bonds
952586,0RHPL19,Rajesh Housing Pvt Ltd,Active,F ,1000000,INE242T07017,Realty,Debentures and Bonds
952587,874ILFS17,Infrastructure Leasing &amp; Financial Services Ltd,Active,F ,1000,INE871D07OE0,Other Financial Services,Debentures and Bonds
952588,874ILFS18,Infrastructure Leasing &amp; Financial Services Ltd,Active,F ,1000,INE871D07OF7,Other Financial Services,Debentures and Bonds
952589,1075SREI22,SREI Equipment Finance Ltd,Active,F ,1000000,INE881J08300,Financial Institutions,Debentures and Bonds
952590,1075SREI25,SREI Equipment Finance Ltd,Active,F ,1000000,INE881J08318,Financial Institutions,Debentures and Bonds
952591,1225DLF17,DLF Ltd,Active,F ,50000000,INE271C07103,Realty,Debentures and Bonds
952592,1225DLF18,DLF Ltd,Active,F ,50000000,INE271C07111,Realty,Debentures and Bonds
952593,1225DLF19,DLF Ltd,Active,F ,50000000,INE271C07129,Realty,Debentures and Bonds
952594,1225DLF20,DLF Ltd,Active,F ,50000000,INE271C07137,Realty,Debentures and Bonds
952595,845PFC20,Power Finance Corporation Ltd,Active,F ,1000000,INE134E08HQ7,Finance (including NBFCs),Debentures and Bonds
952596,993NRB18,NRB Bearings Ltd,Active,F ,1000000,INE349A08018,Industrial Machinery,Debentures and Bonds
952597,1425ABPL19,Accord Buildcon Pvt Ltd,Active,F ,1000000,INE266T07016,Realty,Debentures and Bonds
952598,EFILA7H502A,Edelweiss Finance &amp; Investments Ltd,Active,F ,100000,INE918K07BL6,Other Financial Services,Debentures and Bonds
952600,9MMFSL25A,Mahindra &amp; Mahindra Financial Services Ltd,Active,F ,1000000,INE774D08LM3,Finance (including NBFCs),Debentures and Bonds
952601,9RCL18A,Reliance Capital Ltd,Active,F ,1000000,INE013A07O94,Finance (including NBFCs),Debentures and Bonds
952602,874ILFS18A,Infrastructure Leasing &amp; Financial Services Ltd,Active,F ,1000,INE871D07OH3,Other Financial Services,Debentures and Bonds
952603,870KMIL17,Kotak Mahindra Investments Ltd,Active,F ,1000000,INE975F07EH8,Other Financial Services,Debentures and Bonds
952604,SHPL7AUG15,Sterling Habitats Pvt Ltd,Active,F ,100000,INE258T07013,Realty,Debentures and Bonds
952605,818SAIL18,Steel Authority of India Ltd,Active,F ,1000000,INE114A07927,Iron &amp; Steel/Interm.Products,Debentures and Bonds
952607,8RENP2020,Rajesh Estates &amp; Nirman Pvt Ltd,Active,F ,1000000,INE331M07104,Real Estate Investment,Debentures and Bonds
952608,124296JFS18,Janalakshmi Financial Services Ltd,Active,F ,1000000,INE953L08014,Financial Institutions,Debentures and Bonds
952609,871HDB18,HDB FINANCIAL SERVICES Ltd,Active,F ,1000000,INE756I07654,Financial Institutions,Debentures and Bonds
952610,9MMFSL25B,Mahindra &amp; Mahindra Financial Services Ltd,Active,F ,1000000,INE774D08LN1,Finance (including NBFCs),Debentures and Bonds
952611,880BFL18,Bajaj Finance Ltd,Active,F ,1000000,INE296A07HT8,Finance (including NBFCs),Debentures and Bonds
952612,0BFL18X,Bajaj Finance Ltd,Active,F ,1000000,INE296A07HU6,Finance (including NBFCs),Debentures and Bonds
952613,0BFL18Y,Bajaj Finance Ltd,Active,F ,1000000,INE296A07HV4,Finance (including NBFCs),Debentures and Bonds
952614,1166ESF20A,Equitas Small Finance Bank Ltd,Active,F ,1000000,INE063P07148,Financial Institutions,Debentures and Bonds
952615,1250JFSL18,Janalakshmi Financial Services Ltd,Active,F ,1000000,INE953L07230,Financial Institutions,Debentures and Bonds
952616,995CMDC22,Classic Mall Development Company Pvt Ltd,Active,F ,958333.34,INE916M07011,Realty,Debentures and Bonds
952617,990ISCFL18,IndoStar Capital Finance Ltd,Active,F ,10000000,INE896L07249,Finance (including NBFCs),Debentures and Bonds
952618,990ISCFL18A,IndoStar Capital Finance Ltd,Active,F ,10000000,INE896L07256,Finance (including NBFCs),Debentures and Bonds
952619,980ISCFL17,IndoStar Capital Finance Ltd,Active,F ,10000000,INE896L07264,Finance (including NBFCs),Debentures and Bonds
952620,1352AMPL18,Asirvad Microfinance Pvt Ltd,Active,F ,1000000,INE516Q07093,Financial Institutions,Debentures and Bonds
952621,1335GKFSP19,Grameen Koota Financial Services Pvt Ltd,Active,F ,1000000,INE741K07140,Other Financial Services,Debentures and Bonds
952622,812PFC17,Power Finance Corporation Ltd,Active,F ,1000000,INE134E08HR5,Finance (including NBFCs),Debentures and Bonds
952623,812PFC17A,Power Finance Corporation Ltd,Active,F ,1000000,INE134E08HS3,Finance (including NBFCs),Debentures and Bonds
952624,817PFC18,Power Finance Corporation Ltd,Active,F ,1000000,INE134E08HT1,Finance (including NBFCs),Debentures and Bonds
952625,975ECL25,ECL Finance Ltd,Active,F ,100000,INE804I07C93,Electric Utilities,Debentures and Bonds
952626,1225DLF17I,DLF Ltd,Active,F ,50000000,INE271C07145,Realty,Debentures and Bonds
952627,1225DLF18II,DLF Ltd,Active,F ,50000000,INE271C07152,Realty,Debentures and Bonds
952628,ECLG7A501B,ECL Finance Ltd,Active,F ,100000,INE804I07C85,Electric Utilities,Debentures and Bonds
952629,1225DLF19A,DLF Ltd,Active,F ,50000000,INE271C07160,Realty,Debentures and Bonds
952630,1225DLF20B,DLF Ltd,Active,F ,50000000,INE271C07178,Realty,Debentures and Bonds
952631,EFILD7K501A,Edelweiss Finance &amp; Investments Ltd,Active,F ,100000,INE918K07BN2,Other Financial Services,Debentures and Bonds
952632,EFILD8A501A,Edelweiss Finance &amp; Investments Ltd,Active,F ,100000,INE918K07BM4,Other Financial Services,Debentures and Bonds
952635,907SCUF18,Shriram-City Union Finance Ltd,Active,F ,1000000,INE722A07679,Finance (including NBFCs),Debentures and Bonds
952636,890BFL25,Bajaj Finance Ltd,Active,F ,1000000,INE296A07HW2,Finance (including NBFCs),Debentures and Bonds
952637,880BFL20,Bajaj Finance Ltd,Active,F ,1000000,INE296A07HX0,Finance (including NBFCs),Debentures and Bonds
952638,1050AUFIL18,AU Financiers (India) Ltd,Active,F ,1000000,INE949L07345,Finance (including NBFCs),Debentures and Bonds
952639,867KMPL17,Kotak Mahindra Prime Ltd,Active,F ,1000000,INE916DA7IU5,Other Financial Services,Debentures and Bonds
952641,945VEDA20,Vedanta Ltd,Active,F ,1000000,INE205A07030,Iron &amp; Steel/Interm.Products,Debentures and Bonds
952642,866MMFSL18,Mahindra &amp; Mahindra Financial Services Ltd,Active,F ,1000000,INE774D07NK5,Finance (including NBFCs),Debentures and Bonds
952643,0STFCL18,Shriram Transport Finance Co Ltd,Active,F ,1000000,INE721A07JR5,Finance (including NBFCs),Debentures and Bonds
952644,1415MMFL20,Madura Micro Finance Ltd,Active,F ,1000000,INE500S07036,Financial Institutions,Debentures and Bonds
952645,1050SREI25,SREI Equipment Finance Ltd,Active,F ,1000000,INE881J08326,Financial Institutions,Debentures and Bonds
952646,EFILG7H501A,Edelweiss Finance &amp; Investments Ltd,Active,F ,100000,INE918K07BP7,Other Financial Services,Debentures and Bonds
952647,EFILG7H501B,Edelweiss Finance &amp; Investments Ltd,Active,F ,100000,INE918K07BQ5,Other Financial Services,Debentures and Bonds
952648,EFILF7H501A,Edelweiss Finance &amp; Investments Ltd,Active,F ,100000,INE918K07BO0,Other Financial Services,Debentures and Bonds
952650,0ICICIHF17A,ICICI HOME FINANCE COMPANY Ltd,Active,F ,500000,INE071G08643,Other Financial Services,Debentures and Bonds
952652,1175IREL17B,Indiabulls Real Estate Ltd,Active,F ,1000000,INE069I07181,Realty,Debentures and Bonds
952653,1180IREL18C,Indiabulls Real Estate Ltd,Active,F ,1000000,INE069I07199,Realty,Debentures and Bonds
952654,1150IREL20D,Indiabulls Real Estate Ltd,Active,F ,1000000,INE069I07207,Realty,Debentures and Bonds
952655,827SAIL20,Steel Authority of India Ltd,Active,F ,1000000,INE114A07935,Iron &amp; Steel/Interm.Products,Debentures and Bonds
952656,850HDFC20,Housing Development Finance CorpLt,Active,F ,10000000,INE001A07NZ7,Housing Finance ,Debentures and Bonds
952657,1275AMPL17,Annapurna Microfinance Pvt Ltd,Active,F ,375000,INE515Q07129,Finance (including NBFCs),Debentures and Bonds
952658,869ILFS25,Infrastructure Leasing &amp; Financial Services Ltd,Active,F ,1000,INE871D07OI1,Other Financial Services,Debentures and Bonds
952659,715NTPC25,NTPC Ltd,Active,F ,1000000,INE733E07JQ4,Electric Utilities,Debentures and Bonds
952660,865IIL20,India Infradebt Ltd,Active,F ,1000000,INE537P07059,Other Financial Services,Debentures and Bonds
952661,LTIF27AUG15,L&amp;T Infrastructure Finance Company Ltd,Active,F ,1000000,INE691I08404,Finance (including NBFCs),Debentures and Bonds
952662,869ILFS25A,Infrastructure Leasing &amp; Financial Services Ltd,Active,F ,1000,INE871D07OJ9,Other Financial Services,Debentures and Bonds
952663,1084AHFL18A,Aspire Home Finance Corporation Ltd,Active,F ,1000000,INE658R07091,Housing Finance ,Debentures and Bonds
952664,0AHFL18B,Aspire Home Finance Corporation Ltd,Active,F ,1000000,INE658R07083,Housing Finance ,Debentures and Bonds
952665,1084AHFL18C,Aspire Home Finance Corporation Ltd,Active,F ,1000000,INE658R07109,Housing Finance ,Debentures and Bonds
952666,1050AUFI18,AU Financiers (India) Ltd,Active,F ,1000000,INE949L07352,Finance (including NBFCs),Debentures and Bonds
952667,ECLG7H502A,ECL Finance Ltd,Active,F ,100000,INE804I07D27,Electric Utilities,Debentures and Bonds
952668,ECLG7H503A,ECL Finance Ltd,Active,F ,100000,INE804I07D35,Electric Utilities,Debentures and Bonds
952669,1230SCNL17,SATIN CREDITCARE NETWORK Ltd,Active,F ,291668,INE836B07188,Finance (including NBFCs),Debentures and Bonds
952670,1310MPMPL17,M Power Microfinance Pvt Ltd,Active,F ,291667,INE131R07032,Finance (including NBFCs),Debentures and Bonds
952671,9ECSL17,Edelweiss Commodities Services Ltd,Active,F ,1000000,INE657N07175,Other Financial Services,Debentures and Bonds
952672,9ECSL20,Edelweiss Commodities Services Ltd,Active,F ,1000000,INE657N07183,Other Financial Services,Debentures and Bonds
952673,937TCIL18I,Thomas Cook (India) Ltd,Active,F ,1000000,INE332A08022,Travel Support Services,Debentures and Bonds
952674,937TCIL19II,Thomas Cook (India) Ltd,Active,F ,1000000,INE332A08030,Travel Support Services,Debentures and Bonds
952675,937TCL20III,Thomas Cook (India) Ltd,Active,F ,1000000,INE332A08048,Travel Support Services,Debentures and Bonds
952676,902IOT2028,IOT Utkal Energy Services Ltd,Active,F ,86964,INE310L07AE1,Construction &amp; Engineering,Debentures and Bonds
952677,890RCL17,Reliance Capital Ltd,Active,F ,1000000,INE013A07P02,Finance (including NBFCs),Debentures and Bonds
952678,87257KMIL18,Kotak Mahindra Investments Ltd,Active,F ,1000000,INE975F07EI6,Other Financial Services,Debentures and Bonds
952679,1310JFSL17,Janalakshmi Financial Services Ltd,Active,F ,1000000,INE953L08022,Financial Institutions,Debentures and Bonds
952680,715IRFC25,Indian Railway Finance Corporation,Active,F ,1000000,INE053F07785,Other Financial Services,Debentures and Bonds
952681,985MFL17,Magma Fincorp  Ltd,Active,F ,1000000,INE511C07516,Finance (including NBFCs),Debentures and Bonds
952682,985MFL17A,Magma Fincorp  Ltd,Active,F ,1000000,INE511C07524,Finance (including NBFCs),Debentures and Bonds
952683,0MFL17B,Magma Fincorp  Ltd,Active,F ,1000000,INE511C07532,Finance (including NBFCs),Debentures and Bonds
952684,1050AFIL18A,AU Financiers (India) Ltd,Active,F ,1000000,INE949L07360,Finance (including NBFCs),Debentures and Bonds
952685,1050AFIL18,AU Financiers (India) Ltd,Active,F ,1000000,INE949L07378,Finance (including NBFCs),Debentures and Bonds
952686,1360LMPL17,Light Microfinance Pvt Ltd,Active,F ,291667,INE366T07014,Finance (including NBFCs),Debentures and Bonds
952687,950RHFL25E,Reliance Home Finance Ltd,Active,F ,500000,INE217K08198,Housing Finance ,Debentures and Bonds
952688,1285JFSL18D,Janalakshmi Financial Services Ltd,Active,F ,1000000,INE953L07248,Financial Institutions,Debentures and Bonds
952689,0KMIL17B,Kotak Mahindra Investments Ltd,Active,F ,1000000,INE975F07EN6,Other Financial Services,Debentures and Bonds
952690,880KMIL17,Kotak Mahindra Investments Ltd,Active,F ,1000000,INE975F07EJ4,Other Financial Services,Debentures and Bonds
952691,880KMIL17B,Kotak Mahindra Investments Ltd,Active,F ,1000000,INE975F07EM8,Other Financial Services,Debentures and Bonds
952692,880KMIL17C,Kotak Mahindra Investments Ltd,Active,F ,1000000,INE975F07EL0,Other Financial Services,Debentures and Bonds
952693,880KMIL17D,Kotak Mahindra Investments Ltd,Active,F ,1000000,INE975F07EK2,Other Financial Services,Debentures and Bonds
952694,13IFALPL17,Intrepid Finance And Leasing Pvt Ltd,Active,F ,291667,INE517Q07034,Financial Institutions,Debentures and Bonds
952695,9ERFL17II,Edelweiss Retail Finance Ltd,Active,F ,1000000,INE528S07037,Other Financial Services,Debentures and Bonds
952696,9ERFL20III,Edelweiss Retail Finance Ltd,Active,F ,1000000,INE528S07045,Other Financial Services,Debentures and Bonds
952698,9ERFL20IV,Edelweiss Retail Finance Ltd,Active,F ,1000000,INE528S07052,Other Financial Services,Debentures and Bonds
952699,9ERFL17I,Edelweiss Retail Finance Ltd,Active,F ,1000000,INE528S07029,Other Financial Services,Debentures and Bonds
952701,0MFL17C,Magma Fincorp  Ltd,Active,F ,1000000,INE511C07557,Finance (including NBFCs),Debentures and Bonds
952702,0MFL17D,Magma Fincorp  Ltd,Active,F ,1000000,INE511C07540,Finance (including NBFCs),Debentures and Bonds
952703,1055HLF19II,Hinduja Leyland Finance Ltd,Active,F ,1000000,INE146O07185,Finance (including NBFCs),Debentures and Bonds
952704,1055HLF18I,Hinduja Leyland Finance Ltd,Active,F ,1000000,INE146O07177,Finance (including NBFCs),Debentures and Bonds
952705,1055HLF20II,Hinduja Leyland Finance Ltd,Active,F ,1000000,INE146O07193,Finance (including NBFCs),Debentures and Bonds
952706,ABB4SEP15,ABB India Ltd,Active,F ,10000000,INE117A08019,Heavy Electrical Equipment,Debentures and Bonds
952707,1310SFPL17,Saija Finance Pvt Ltd,Active,F ,416667,INE637O07027,Finance (including NBFCs),Debentures and Bonds
952708,980AHFL22C,Aadhar Housing Finance Ltd,Active,F ,1000000,INE538L07098,Housing Finance ,Debentures and Bonds
952709,0RHFL18,Repco Home Finance Ltd,Active,F ,1000000,INE612J07038,Housing Finance ,Debentures and Bonds
952710,828PFC18,Power Finance Corporation Ltd,Active,F ,1000000,INE134E08HU9,Finance (including NBFCs),Debentures and Bonds
952711,836PFC20A,Power Finance Corporation Ltd,Active,F ,1000000,INE134E08HV7,Finance (including NBFCs),Debentures and Bonds
952712,1275SVCPL17,SV Creditline Pvt Ltd,Active,F ,1000000,INE472Q07065,Finance (including NBFCs),Debentures and Bonds
952713,19SBPL21,Saisrushti Builders Pvt Ltd,Active,F ,1000000,INE347T07014,Realty,Debentures and Bonds
952714,0RHFL18A,Repco Home Finance Ltd,Active,F ,1000000,INE612J07046,Housing Finance ,Debentures and Bonds
952715,1025FEL20D,Future Enterprises Ltd,Active,F ,1000000,INE623B07222,Department Stores,Debentures and Bonds
952715,1025FEL20D,Future Enterprises Ltd,Active,F ,1000000,INE623B07222,Department Stores,Debentures and Bonds
952717,1025FEL21A,Future Enterprises Ltd,Active,F ,1000000,INE623B07230,Department Stores,Debentures and Bonds
952717,1025FEL21A,Future Enterprises Ltd,Active,F ,1000000,INE623B07230,Department Stores,Debentures and Bonds
952718,1025FEL20E,Future Enterprises Ltd,Active,F ,1000000,INE623B07248,Department Stores,Debentures and Bonds
952718,1025FEL20E,Future Enterprises Ltd,Active,F ,1000000,INE623B07248,Department Stores,Debentures and Bonds
952721,1025FEL21B,Future Enterprises Ltd,Active,F ,1000000,INE623B07255,Department Stores,Debentures and Bonds
952721,1025FEL21B,Future Enterprises Ltd,Active,F ,1000000,INE623B07255,Department Stores,Debentures and Bonds
952724,965RFL17,RELIGARE FINVEST Ltd,Active,F ,1000000,INE958G07BL0,Other Financial Services,Debentures and Bonds
952725,970RFL17,RELIGARE FINVEST Ltd,Active,F ,1000000,INE958G07BB1,Other Financial Services,Debentures and Bonds
952726,980RFL17,RELIGARE FINVEST Ltd,Active,F ,1000000,INE958G07BC9,Other Financial Services,Debentures and Bonds
952728,1062ECL25,ECL Finance Ltd,Active,F ,1000000,INE804I08668,Electric Utilities,Debentures and Bonds
952729,88600LTIF19,L&amp;T Infrastructure Finance Company Ltd,Active,F ,2500000,INE691I07BW0,Finance (including NBFCs),Debentures and Bonds
952730,88200LTIF18,L&amp;T Infrastructure Finance Company Ltd,Active,F ,2500000,INE691I07BT6,Finance (including NBFCs),Debentures and Bonds
952731,88200LTIF20,L&amp;T Infrastructure Finance Company Ltd,Active,F ,2500000,INE691I07BU4,Finance (including NBFCs),Debentures and Bonds
952732,EFILH7K501A,Edelweiss Finance &amp; Investments Ltd,Active,F ,100000,INE918K07BR3,Other Financial Services,Debentures and Bonds
952733,EFILH8A501A,Edelweiss Finance &amp; Investments Ltd,Active,F ,100000,INE918K07BS1,Other Financial Services,Debentures and Bonds
952734,EFILH8A501B,Edelweiss Finance &amp; Investments Ltd,Active,F ,100000,INE918K07BT9,Other Financial Services,Debentures and Bonds
952736,EFILH8A501D,Edelweiss Finance &amp; Investments Ltd,Active,F ,100000,INE918K07BV5,Other Financial Services,Debentures and Bonds
952737,EFILH6I501D,Edelweiss Finance &amp; Investments Ltd,Active,F ,100000,INE918K07BW3,Other Financial Services,Debentures and Bonds
952738,EFILD7L501A,Edelweiss Finance &amp; Investments Ltd,Active,F ,100000,INE918K07BX1,Other Financial Services,Debentures and Bonds
952740,925RHFL25A,Reliance Home Finance Ltd,Active,F ,500000,INE217K08206,Housing Finance ,Debentures and Bonds
952741,923EID18,EID Parry (India) Ltd,Active,F ,1000000,INE126A08044,Sugar,Debentures and Bonds
952742,876HDBFS17,HDB FINANCIAL SERVICES Ltd,Active,F ,1000000,INE756I07662,Financial Institutions,Debentures and Bonds
952743,980FCL20,Forbes &amp; Company Ltd,Active,F ,1000000,INE518A07036,Industrial Machinery,Debentures and Bonds
952744,890KMIL17,Kotak Mahindra Investments Ltd,Active,F ,1000000,INE975F07EQ9,Other Financial Services,Debentures and Bonds
952745,870KMIL17A,Kotak Mahindra Investments Ltd,Active,F ,1000000,INE975F07EP1,Other Financial Services,Debentures and Bonds
952747,980AHFL22D,Aadhar Housing Finance Ltd,Active,F ,1000000,INE538L07106,Housing Finance ,Debentures and Bonds
952748,1150MFL18A,MUTHOOT FINCORP Ltd,Active,F ,1000000,INE549K07295,Finance (including NBFCs),Debentures and Bonds
952750,940IBHFL20,INDIABULLS HOUSING FINANCE Ltd,Active,F ,1000000,INE148I07DE5,Housing Finance ,Debentures and Bonds
952751,RHFLM08,Reliance Home Finance Ltd,Active,F ,500000,INE217K07422,Housing Finance ,Debentures and Bonds
952752,1050AUFIL19,AU Financiers (India) Ltd,Active,F ,1000000,INE949L07386,Finance (including NBFCs),Debentures and Bonds
952753,945ADANI18,Adani Transmission Ltd,Active,F ,1000000,INE931S07017,Electric Utilities,Debentures and Bonds
952754,0KMPL17IA,Kotak Mahindra Prime Ltd,Active,F ,1000000,INE916DA7IV3,Other Financial Services,Debentures and Bonds
952755,0KMPL17IIA,Kotak Mahindra Prime Ltd,Active,F ,1000000,INE916DA7IW1,Other Financial Services,Debentures and Bonds
952756,0KMPL17IIIA,Kotak Mahindra Prime Ltd,Active,F ,1000000,INE916DA7IX9,Other Financial Services,Debentures and Bonds
952757,14AMPL19,Annapurna Microfinance Pvt Ltd,Active,F ,1000000,INE515Q07137,Finance (including NBFCs),Debentures and Bonds
952759,EFILH7L501A,Edelweiss Finance &amp; Investments Ltd,Active,F ,100000,INE918K07CC3,Other Financial Services,Debentures and Bonds
952762,890LTIF25,L&amp;T Infrastructure Finance Company Ltd,Active,F ,1000000,INE691I08412,Finance (including NBFCs),Debentures and Bonds
952764,EFILD0B501A,Edelweiss Finance &amp; Investments Ltd,Active,F ,100000,INE918K07CF6,Other Financial Services,Debentures and Bonds
952765,867LTIDFL22,L&amp;T Infra Debt Fund Ltd,Active,F ,2500000,INE235P07068,Other Financial Services,Debentures and Bonds
952767,865HDFC2020,Housing Development Finance CorpLt,Active,F ,10000000,INE001A07OA8,Housing Finance ,Debentures and Bonds
952768,EFILD7I502A,Edelweiss Finance &amp; Investments Ltd,Active,F ,100000,INE918K07CH2,Other Financial Services,Debentures and Bonds
952769,EFILI7L501A,Edelweiss Finance &amp; Investments Ltd,Active,F ,100000,INE918K07CI0,Other Financial Services,Debentures and Bonds
952770,1380UMFPL19,Utkarsh Micro Finance Pvt Ltd,Active,F ,50000,INE396P07084,Financial Institutions,Debentures and Bonds
952771,836RECL20,Rural Electrification Corporation Ltd,Active,F ,1000000,INE020B08955,Finance (including NBFCs),Debentures and Bonds
952772,880BFL20A,Bajaj Finance Ltd,Active,F ,1000000,INE296A07HY8,Finance (including NBFCs),Debentures and Bonds
952773,8RENPL20,Rajesh Estates &amp; Nirman Pvt Ltd,Active,F ,1000000,INE331M07112,Real Estate Investment,Debentures and Bonds
952774,MFL18SEP15,Magma Fincorp  Ltd,Active,F ,500000,INE511C08928,Finance (including NBFCs),Debentures and Bonds
952775,1125HITC20B,Hansdeep Industries &amp; Trading Company Ltd,Active,F ,1000000,INE298T07027,Comm.Trading  &amp; Distribution,Debentures and Bonds
952777,846PFC20,Power Finance Corporation Ltd,Active,F ,1000000,INE134E08HW5,Finance (including NBFCs),Debentures and Bonds
952778,840PFC25,Power Finance Corporation Ltd,Active,F ,1000000,INE134E08HX3,Finance (including NBFCs),Debentures and Bonds
952779,0ICICIHFC18,ICICI HOME FINANCE COMPANY Ltd,Active,F ,500000,INE071G08668,Other Financial Services,Debentures and Bonds
952780,886KMPL17,Kotak Mahindra Prime Ltd,Active,F ,1000000,INE916DA7IY7,Other Financial Services,Debentures and Bonds
